mls,home_type,status,address,city,zip,county,list_price,close_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,psf_sold,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
35290667,Rental,Sold,6611 W Sam Houston Parkway #1G,Houston,77072,Harris,1400,1300,21,Sterling Garden Residl Condos,Sharpstown Area,2,Alief,COLLINS ELEMENTARY SCHOOL (ALIEF),ALIEF MIDDLE SCHOOL,AISD DRAW,1352,1.04,0.96,2006,3,2,2,0,1,0,Traditional,16
95118407,Rental,Sold,2710 Briarhurst Drive #8,Houston,77057,Harris,1400,1400,22,Trafalgar West T/H,Galleria,27,Houston,PILGRIM ACADEMY,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1352,1.04,1.04,1964,2,2,2.1,0,2,1,"Traditional, Victorian",19
79963668,Rental,Sold,1026 W 19th Street,Houston,77008,Harris,3995,3995,9,Shady Acres Ext Sec 03,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1352,2.95,2.95,1989,1,1,1,1,1,1,Contemporary/Modern,203
61338390,Rental,Sold,12002 Wood Hollow Lane Lane,Houston,77043,Harris,1700,1700,24,Spring Meadows,Spring Branch,49,Spring Branch,TERRACE ELEMENTARY SCHOOL,SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1352,1.26,1.26,1979,3,2,2,1,1,2,Ranch,5
63981108,Rental,Sold,5615 Arboles Drive,Houston,77035,Harris,1600,1600,20,Westbury Sec 03,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1352,1.18,1.18,1958,3,2,2,1,1,2,"Ranch, Traditional",17
69865461,Rental,Sold,4905 Jackson Street #1,Houston,77004,Harris,1400,1400,17,Southmore 107,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1352,1.04,1.04,1930,2,1,1,1,2,1,Traditional,76
20204035,Rental,Pending,3815 Rice Boulevard,Houston,77005,Harris,2800,,17,Collegeview Sec 03,West University/Southside Area,27,Houston,WEST UNIVERSITY ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1353,2.07,,1940,2,1,1,0,1,1,"Traditional, Victorian",11
69397476,Rental,Sold,11639 Kirkmeadow Drive,Houston,77089,Harris,1600,1600,3,Kirkwood Sec 01,Southbelt/Ellington,41,Pasadena,MEADOR ELEMENTARY SCHOOL,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1354,1.18,1.18,1971,3,2,2,0,1,2,Traditional,46
7156189,Rental,Pending,5019 Nassau Road,Houston,77021,Harris,1900,,4,Macgregor Place Sec 01,University Area,27,Houston,PECK ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1354,1.4,,1930,3,2,2,1,1,1,"Ranch, Traditional",131
82456201,Rental,Sold,13 Regency Lane,Houston,77088,Harris,1400,1350,11,Inwood Court Sec 01,Northwest Houston,32,Klein,NITSCH ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1354,1.03,1,1983,2,2,2,1,2,2,"Traditional, Victorian",34
53891871,Rental,Sold,3213 Wisconsin Street,Baytown,77520,Harris,1300,1250,2,East Baytown,Baytown/Harris County,23,Goose Creek,SAN JACINTO ELEMENTARY SCHOOL (GOOSE CREEK),BAYTOWN JUNIOR HIGH SCHOOL,LEE HIGH SCHOOL (GOOSE CREEK),1355,0.96,0.92,1930,3,2,2,0,1,0,Traditional,10
97635835,Rental,Sold,4905 Holloway Drive,Houston,77048,Harris,1250,1250,3,South Acres Estates Sec 02,Medical Center South,27,Houston,WOODSON ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1356,0.92,0.92,1950,3,2,2,0,1,0,"Traditional, Victorian",1
48955449,Rental,Sold,2220 Westcreek Lane #321,Houston,77027,Harris,3953,3953,16,Westcreek,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1356,2.92,2.92,2020,1,1,1.1,0,1,1,Contemporary/Modern,131
10072172,Rental,Sold,1028 W 17th Street,Houston,77008,Harris,2450,2250,9,Shady Acres Ext Sec 03,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1356,1.81,1.66,1925,3,1,1,0,1,1,Traditional,36
22620956,Rental,Sold,1910 Crestdale ,Houston,77080,Harris,1475,1475,24,CAMPBELL WOODS,Spring Branch,49,Spring Branch,PINE SHADOWS ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1356,1.09,1.09,1956,3,2,2,0,1,2,Traditional,16
72022567,Rental,Sold,3505 Sage Road #1410,Houston,77056,Harris,1950,1950,22,Mark Condo 01 Amd,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1357,1.44,1.44,2000,2,2,2,0,1,0,"Traditional, Victorian",9
77972352,Rental,Sold,3505 Sage Road #2510,Houston,77056,Harris,2250,2200,22,Mark Condo 01 Amd,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1357,1.66,1.62,2000,2,2,2,0,1,2,Traditional,50
8587815,Rental,Sold,411 Walton ,Houston,77009,Harris,950,950,9,Brooke Smith,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1360,0.7,0.7,1920,1,1,1,0,1,0,Traditional,49
37704540,Rental,Sold,10821 Aldis Street,Houston,77075,Harris,1350,1350,3,Eastridge Terrace,Southbelt/Ellington,41,Pasadena,ATKINSON ELEMENTARY SCHOOL,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1360,0.99,0.99,1958,4,1,1,0,1,0,Traditional,17
83566754,Rental,Sold,7614 Willow Mint Lane,Houston,77086,Harris,1300,1300,11,Willowood Sec 01,Northwest Houston,32,Klein,EPPS ISLAND ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1360,0.96,0.96,1971,4,2,2,0,1,0,"Traditional, Victorian",8
79897132,Rental,Sold,13511 Castilian Drive #1,Houston,77015,Harris,1200,1200,2,Castilian Village T/H,North Channel,21,Galena Park,GREEN VALLEY ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1360,0.88,0.88,1972,3,1,1.1,0,2,0,"Traditional, Victorian",139
45908750,Rental,Sold,13403 Castilian Drive,Houston,77015,Harris,1200,1200,2,CASTILIAN VILLAGE (TH),North Channel,21,Galena Park,GREEN VALLEY ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1360,0.88,0.88,1972,3,2,2,0,2,0,"Traditional, Victorian",73
34814204,Rental,Sold,13483 Castilian Drive #1,Houston,77015,Harris,1149,1149,2,Castilian Village T/H,North Channel,21,Galena Park,GREEN VALLEY ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1360,0.84,0.84,1972,3,2,2,0,2,1,"Traditional, Victorian",6
71849397,Rental,Sold,13541 Castilian Drive #1,Houston,77015,Harris,1200,1200,2,Castilian Village T/H,North Channel,21,Galena Park,GREEN VALLEY ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1360,0.88,0.88,1972,3,1,1.1,0,2,1,"Traditional, Victorian",14
80011706,Rental,Sold,1201 Mcduffie  #106,Houston,77019,Harris,2200,2000,16,River Oaks Place Condo Amd,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1360,1.62,1.47,1979,2,2,2.1,1,2,2,"Traditional, Victorian",151
5823162,Rental,Sold,7700 Creekbend Drive #107,Houston,77071,Harris,1100,1100,20,Meadowalk T/H Condo,Brays Oaks,27,Houston,MILNE ELEMENTARY SCHOOL,WELCH MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1360,0.81,0.81,1974,2,2,2.1,1,2,1,Traditional,13
42243450,Rental,Sold,1827 Seamist Court,Houston,77008,Harris,2600,2500,9,Lazybrook,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1361,1.91,1.84,1958,2,2,2,0,1,2,Traditional,86
38105400,Rental,Sold,500 Fairbanks Street,Houston,77009,Harris,1800,1800,9,Lindale Park Sec 02,Northside,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1361,1.32,1.32,1940,2,1,1,1,1,1,"Traditional, Victorian",53
65321934,Rental,Sold,523 N Gaillard Street,Baytown,77520,Harris,1550,1550,2,Martin,Baytown/Harris County,23,Goose Creek,LAMAR ELEMENTARY SCHOOL (GOOSE CREEK),HORACE MANN J H,LEE HIGH SCHOOL (GOOSE CREEK),1362,1.14,1.14,2020,3,2,2,0,1,0,Ranch,71
29268090,Rental,Sold,5951 S Loop  #18,Houston,77033,Harris,1500,1500,4,Contemporary South,University Area,27,Houston,HARTSFIELD ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1362,1.1,1.1,2007,2,2,2,0,2,1,Traditional,38
68926706,Rental,Sold,8100 Cambridge Street #63,Houston,77054,Harris,1400,1300,17,Cambridge Glen,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1362,1.03,0.95,1980,2,2,2,1,2,1,Traditional,127
20045478,Rental,Sold,5707 Libbey Lane,Houston,77092,Harris,1750,1750,9,Oak Forest Sec 17,Oak Forest West Area,27,Houston,WAINWRIGHT ELEMENTARY SCHOOL,CLIFTON MIDDLE SCHOOL (HOUSTON),SCARBOROUGH HIGH SCHOOL,1364,1.28,1.28,1956,3,2,2,0,1,2,Traditional,3
61601994,Rental,Sold,4209 Center Street #B,Houston,77007,Harris,2000,2000,16,Manors/Magnolia Green,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1364,1.47,1.47,2005,2,2,2,0,2,2,Traditional,13
87743595,Rental,Sold,12326 Garden Gale Lane,Houston,77044,Harris,1600,1600,2,Hidden Mdw Sec 01,North Channel,46,Sheldon,CARROLL ELEMENTARY SCHOOL (SHELDON),MICHAEL R. NULL MIDDLE SCHOOL,CE KING HIGH SCHOOL,1364,1.17,1.17,2007,3,2,2,1,1,2,Traditional,6
71025508,Rental,Sold,3540 Ocee Street,Houston,77063,Harris,1500,1500,22,Tanglewilde South Condo Sec 02,Briarmeadow/Tanglewilde,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1364,1.1,1.1,1978,3,2,2,1,2,1,Traditional,9
67628418,Rental,Sold,4203 Ebbtide Drive,Houston,77045,Harris,1100,1100,18,Pamela Heights Sec 01,Five Corners,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1365,0.81,0.81,1958,3,1,1.1,0,1,1,"Traditional, Victorian",41
85296788,Rental,Sold,2409 Roufa Road,Houston,77003,Harris,1995,1995,4,Waterhill Hms/Commerce Stree,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1365,1.46,1.46,2008,2,2,2,0,1,2,Contemporary/Modern,6
58926117,Rental,Sold,4050 Osby ,Houston,77025,Harris,1600,1550,20,Westwood Sec 04,Willow Meadows Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1365,1.17,1.14,1950,3,2,2,0,1,2,Traditional,15
19948705,Rental,Sold,3434 Gannett Street,Houston,77025,Harris,2100,2000,17,Knollwood Village Sec 05,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1365,1.54,1.47,1952,2,1,1,1,1,1,Traditional,110
71698279,Rental,Pending,14619 Dartwood Drive,Houston,77049,Harris,1395,,2,Pine Trails Sec 04,North Channel,21,Galena Park,PURPLE SAGE ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1365,1.02,,1977,3,2,2.1,1,1,2,Traditional,53
48814729,Rental,Sold,5218 Ginseng Drive,Baytown,77521,Harris,1595,1595,2,Springfield Estates Sec 02,Baytown/Harris County,23,Goose Creek,VICTORIA WALKER ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,1365,1.17,1.17,2005,3,2,2,1,1,2,Traditional,13
74367221,Rental,Sold,8418 Hannah ,Cove,77523,Chambers,1595,1595,2,Joseph's Cove,Baytown/Harris County,6,Barbers Hill,CARVER ELEMENTARY SCHOOL (GOOSE CREEK),BAYTOWN JUNIOR HIGH SCHOOL,LEE HIGH SCHOOL (GOOSE CREEK),1366,1.17,1.17,2020,3,2,2,0,1,0,"Traditional, Victorian",37
83647958,Rental,Sold,6142 Willow Glen Drive,Houston,77033,Harris,1050,1050,3,Edgewood Sec 09,Medical Center South,27,Houston,ALCOTT ELEMENTARY SCHOOL,ATTUCKS MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1366,0.77,0.77,1955,3,1,1,0,1,1,Traditional,48
64002642,Rental,Sold,4436 Stanford Court,Houston,77041,Harris,1600,1600,24,Westway Sec 01 R/P,Spring Branch,13,Cypress-Fairbanks,KIRK ELEMENTARY SCHOOL,TRUITT MIDDLE SCHOOL,CYPRESS RIDGE HIGH SCHOOL,1366,1.17,1.17,1977,3,2,2.1,1,2,2,Traditional,11
81741737,Rental,Sold,5741 Alvarado Drive,Houston,77035,Harris,1700,1624,20,Westbury South,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1367,1.24,1.19,1960,3,2,2,0,1,2,Traditional,92
21443336,Rental,Sold,5719 Firenza Drive,Houston,77035,Harris,1350,1350,20,Westbury South,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1367,0.99,0.99,1960,3,2,2,0,1,2,Traditional,14
15622832,Rental,Sold,7767 Cambridge Street,Houston,77054,Harris,1400,1350,17,Medical Center Th Condo 01amen,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1368,1.02,0.99,1983,2,2,2.1,1,2,0,Traditional,73
84247378,Rental,Sold,7723 Cambridge Street,Houston,77054,Harris,1350,1350,17,Medical Center Condo Th,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1368,0.99,0.99,1983,2,2,2.1,1,2,1,"Traditional, Victorian",59
15983610,Rental,Sold,2255 Braeswood Park Drive #222,Houston,77030,Harris,1500,1500,17,Braeswood Park Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1370,1.09,1.09,1983,2,2,2,0,1,0,Traditional,106
65027575,Rental,Sold,2315 Thomas Street,Houston,77009,Harris,1900,1750,9,Near Northside Village,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1370,1.39,1.28,1910,2,1,1.1,0,1,0,"Traditional, Victorian",104
5439527,Rental,Sold,915 N San Jacinto Street #2F,Houston,77002,Harris,1695,1695,9,San Jacinto Lofts Condo,Downtown - Houston,27,Houston,BRUCE ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1370,1.24,1.24,1986,1,1,1.1,0,1,0,"Traditional, Victorian",50
45818912,Rental,Sold,6200 W Tidwell Road #2601,Houston,77092,Harris,1250,1250,9,Ashbury Park Condo,Northwest Houston,1,Aldine,SMITH ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1373,0.91,0.91,1974,3,2,2,0,1,0,"Traditional, Victorian",82
95478028,Rental,Sold,3106 Hollister rd Street,Houston,77080,Harris,1650,1650,24,Binglewood,Spring Branch,49,Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),NORTHBROOK MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1373,1.2,1.2,1959,3,2,2,0,1,2,"Colonial, Contemporary/Modern, Ranch",49
34081790,Rental,Pending,13010 Kingston Point Lane,Houston,77047,Harris,1495,,3,Regal Oaks Sec 5,Five Corners,27,Houston,ALMEDA ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1373,1.09,,2006,3,2,2,0,1,2,Traditional,21
89639903,Rental,Sold,1130 Carby Road,Houston,77037,Harris,1400,1400,34,Walden Place Ext,Northwest Houston,27,Houston,BARRICK ELEMENTARY SCHOOL,PATRICK HENRY MIDDLE SCHOOL,SAM HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,1375,1.02,1.02,1960,3,2,2,0,1,2,Traditional,7
35754241,Rental,Sold,721 Usener Street,Houston,77009,Harris,2600,2600,9,Woodland Terrace,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1375,1.89,1.89,1925,2,1,1,1,1,2,Traditional,44
67434213,Rental,Sold,5813 Darling Street #C,Houston,77007,Harris,1800,1800,9,Contemporary Park Sec 08 Pt,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1375,1.31,1.31,2006,2,1,1.1,1,3,1,Traditional,3
20214100,Rental,Sold,9023 Martin Heights Drive,Houston,77031,Harris,1450,1450,20,Villages Glenshire,Brays Oaks,27,Houston,BELL ELEMENTARY SCHOOL (HOUSTON),WELCH MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1376,1.05,1.05,2003,3,2,2,0,1,2,Traditional,61
30323266,Rental,Sold,3300 Bellefontaine Street #33,Houston,77025,Harris,1995,1900,17,Gramercy Park T/H,Braeswood Place,27,Houston,TWAIN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1376,1.45,1.38,1984,2,2,2.1,1,2,2,"Traditional, Victorian",100
36820698,Rental,Sold,8302 Streamside ,Houston,77088,Harris,1495,1495,11,Inwood North Sec 05,Northwest Houston,32,Klein,NITSCH ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1377,1.09,1.09,1980,3,2,2,1,1,2,Traditional,17
56801851,Rental,Sold,4325 Talina Way,Houston,77041,Harris,2000,2250,24,Spring Branch Villa,Spring Branch,13,Cypress-Fairbanks,KIRK ELEMENTARY SCHOOL,TRUITT MIDDLE SCHOOL,CYPRESS RIDGE HIGH SCHOOL,1378,1.45,1.63,1960,4,2,2,0,1,0,Traditional,22
37513076,Rental,Sold,3926 Cary Creek Drive,Baytown,77521,Harris,1450,1450,2,Cary Crk Estates,Baytown/Harris County,23,Goose Creek,STEPHEN F. AUSTIN ELEMENTARY SCHOOL (GOOSE CREEK),CEDAR BAYOU J H,STERLING HIGH SCHOOL (GOOSE CREEK),1378,1.05,1.05,2008,3,2,2.1,0,1,2,Traditional,18
12319199,Rental,Sold,8100 Cambridge Street #89,Houston,77054,Harris,995,995,17,Cambridge Glen Condo Ph 03,Medical Center Area,27,Houston,WHIDBY ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1378,0.72,0.72,1980,2,2,2,1,2,0,"Traditional, Victorian",242
31727964,Rental,Sold,8314 Cannon Street,Houston,77051,Harris,1600,1600,3,Sunnyside Place,Medical Center South,27,Houston,YOUNG ELEMENTARY SCHOOL (HOUSTON),ATTUCKS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1380,1.16,1.16,1930,3,2,2,0,1,0,"Traditional, Victorian",73
19009178,Rental,Sold,1737 W 24th Street,Houston,77008,Harris,2000,2275,9,Cottages/Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1380,1.45,1.65,2005,2,2,2,0,2,2,Traditional,7
90706589,Rental,Sold,4026 Glenshire Street,Houston,77025,Harris,2000,2000,17,Woodshire Resub Blk 1,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1381,1.45,1.45,1955,2,2,2,0,1,1,"Traditional, Victorian",6
45699055,Rental,Sold,10919 Sageleaf ,Houston,77089,Harris,1400,1400,3,SAGEMONT,Southbelt/Ellington,41,Pasadena,STUCHBERY ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1381,1.01,1.01,1966,3,2,2,0,1,2,Colonial,9
47511078,Rental,Sold,5942 Santa Bernadetta ,Houston,77017,Harris,1470,1470,3,Cielo Vista,Hobby Area,27,Houston,BONNER ELEMENTARY SCHOOL (HOUSTON),STEVENSON MIDDLE SCHOOL (HOUSTON),CHAVEZ HIGH SCHOOL,1381,1.06,1.06,2013,3,2,2.1,0,2,2,"Traditional, Victorian",2
63142953,Rental,Sold,5903 Santa Cecilia Lane,Houston,77017,Harris,1470,1470,3,Cielo Vista,Hobby Area,27,Houston,BONNER ELEMENTARY SCHOOL (HOUSTON),STEVENSON MIDDLE SCHOOL (HOUSTON),CHAVEZ HIGH SCHOOL,1381,1.06,1.06,2014,3,2,2.1,0,2,2,"Traditional, Victorian",12
44490229,Rental,Sold,6330 Purple Sage Road,Houston,77049,Harris,1400,1400,2,Pine Trls Sec 04,North Channel,21,Galena Park,PURPLE SAGE ELEMENTARY SCHOOL (GALENA PARK),CUNNINGHAM MIDDLE SCHOOL (GALENA PARK),NORTH SHORE SENIOR HIGH SCHOOL,1381,1.01,1.01,1978,3,2,2,1,1,2,Traditional,20
13862022,Rental,Sold,12707 Boheme Drive #1503,Houston,77024,Harris,1850,1850,23,Associated Common Elements & O,Memorial West,49,Spring Branch,RUMMEL CREEK ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),1382,1.34,1.34,2002,2,2,2.1,0,3,1,Traditional,28
53172499,Rental,Pending,4406 Davenport Street,Houston,77051,Harris,1485,,3,Ruberfield,Medical Center South,27,Houston,BASTIAN ELEMENTARY SCHOOL,ATTUCKS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1383,1.07,,2014,3,2,2,0,1,0,Traditional,24
45725495,Rental,Sold,4050 Cheena Drive,Houston,77025,Harris,1600,1600,20,Westwood Sec 04,Willow Meadows Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1384,1.16,1.16,1953,3,1,1.1,0,1,1,Traditional,128
45924194,Rental,Sold,3114 Conway Street,Houston,77025,Harris,1900,1850,17,Braes Terrace,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1384,1.37,1.34,1951,3,1,1.1,0,1,2,"Ranch, Traditional",74
51437800,Rental,Sold,6706 Finch Street #1,Houston,77028,Harris,900,900,2,Pelham Place Sec 03,Northside,27,Houston,MCGOWEN ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1384,0.65,0.65,1979,2,1,1.1,0,2,0,Contemporary/Modern,170
48276064,Rental,Pending,6706 FINCH Street #2,Houston,77028,Harris,900,,2,Pelham Place Sec 03,Northside,27,Houston,MCGOWEN ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1384,0.65,,1979,2,1,1.1,0,2,0,Contemporary/Modern,18
19953091,Rental,Sold,917 Main Street #602,Houston,77002,Harris,2100,2100,9,Kirby Lofts Condo,Downtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1385,1.52,1.52,1920,2,2,2,0,1,1,Traditional,28
77439380,Rental,Sold,1300 Augusta Drive #18,Houston,77057,Harris,2300,2300,22,Chalet Royale T/H Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1385,1.66,1.66,1978,2,2,2.1,0,2,2,Traditional,28
15726195,Rental,Sold,1300 Augusta  #29,Houston,77057,Harris,1500,1500,22,Chalet Royale TH Cond,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1385,1.08,1.08,1978,2,2,2.1,0,2,2,Traditional,40
69579467,Rental,Sold,1300 Augusta Drive #40,Houston,77057,Harris,1495,1495,22,Chalet Royale,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1385,1.08,1.08,1978,2,1,1.1,0,2,2,Traditional,8
24464517,Rental,Sold,10165 Beekman Place Drive,Houston,77043,Harris,1225,1125,24,Beekman Place 02 R/P,Spring Branch,49,Spring Branch,SHADOW OAKS ELEMENTARY SCHOOL,SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1386,0.88,0.81,1973,2,1,1.2,0,2,1,Traditional,27
