mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
30293095,Single-Family,Active,4217 Rose Street #D,Houston,77007,Harris,354900,16,Rose At Olive Patio Homes,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2058,172.45,2004,2,2,2.1,1,3,0,Contemporary/Modern,110
975657,Townhouse/Condo,Active,1818 Wheeler Street,Houston,77004,Harris,288000,17,Wheeler Street T H,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1888,152.54,2004,2,2,2.2,0,3,2,Traditional,118
92686602,Townhouse/Condo,Active,6911 Staffordshire Boulevard Boulevard,Houston,77030,Harris,467000,17,Waterhill Homes/Staffordshire,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2430,192.18,2004,3,3,3.1,1,3,2,Contemporary/Modern,52
43392628,Mid/Hi-Rise Condo,Active,2000 Bagby Street #15400,Houston,77002,Harris,1100000,16,Rise,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,2359,466.3,2004,2,2,2,0,1,0,Other Style,44
16595788,Mid/Hi-Rise Condo,Active,2000 Bagby Street #9416,Houston,77002,Harris,412000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1884,218.68,2004,2,2,2,0,1,0,Other Style,484
59613570,Mid/Hi-Rise Condo,Active,2000 Bagby Street #13414,Houston,77002,Harris,385000,16,Rise,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1884,204.35,2004,2,2,2,0,1,0,Other Style,125
5590072,Mid/Hi-Rise Condo,Active,2000 Bagby Street #5416,Houston,77002,Harris,365000,16,Rise Lofts,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1884,193.74,2004,2,2,2,0,1,0,Other Style,245
98360265,Mid/Hi-Rise Condo,Active,2000 Bagby Street #9424,Houston,77002,Harris,365000,16,Rise,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1884,193.74,2004,2,2,2,0,1,0,Other Style,201
41514481,Mid/Hi-Rise Condo,Active,2000 Bagby Street #11426,Houston,77002,Harris,460000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1872,245.73,2004,2,2,2,0,1,0,Other Style,11
43905562,Mid/Hi-Rise Condo,Active,2000 Bagby Street #5426,Houston,77002,Harris,420000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1872,224.36,2004,2,2,2,0,1,0,Other Style,21
62614643,Mid/Hi-Rise Condo,Active,58 Briar Hollow Lane #207,Houston,77027,Harris,285000,16,58 Briar Hollow Lane Declarati,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1407,202.56,2004,2,2,2,0,1,0,Other Style,63
61080197,Mid/Hi-Rise Condo,Active,58 Briar Hollow Lane #307,Houston,77027,Harris,280000,16,58 Briar Hollow Lane Declarati,Briar Hollow,27,Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1407,199,2004,2,2,2,0,1,0,Other Style,53
23441454,Mid/Hi-Rise Condo,Active,2000 Bagby Street #9413,Houston,77002,Harris,340000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1346,252.6,2004,1,1,1.1,0,1,0,Other Style,146
58856346,Mid/Hi-Rise Condo,Active,505 Jackson Hill Street #103,Houston,77007,Harris,289000,16,Jackson Place Condos,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1325,218.11,2004,2,2,2,0,1,0,Other Style,4
18024265,Mid/Hi-Rise Condo,Active,2000 Bagby Street #9415,Houston,77002,Harris,379900,16,Rise,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1282,296.33,2004,1,1,1.1,1,1,0,Other Style,43
53764087,Mid/Hi-Rise Condo,Active,1419 Montrose Boulevard #201,Houston,77019,Harris,390000,16,One Montrose Place Condo,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1279,304.93,2004,2,2,2,0,1,0,Other Style,5
69321210,Mid/Hi-Rise Condo,Active,2000 Bagby Street #13441,Houston,77002,Harris,350000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1170,299.15,2004,1,1,1.1,0,1,0,Other Style,111
14359290,Mid/Hi-Rise Condo,Active,2000 Bagby Street #11441,Houston,77002,Harris,344999,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,1170,294.87,2004,1,1,1.1,0,1,0,Other Style,32
70227768,Mid/Hi-Rise Condo,Active,2000 Bagby Street #7438,Houston,77002,Harris,279900,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,998,280.46,2004,1,1,1.1,0,1,0,Other Style,7
93039889,Mid/Hi-Rise Condo,Active,2000 Bagby Street #7432,Houston,77002,Harris,297000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,993,299.09,2004,1,1,1.1,0,1,0,Other Style,39
46823993,Mid/Hi-Rise Condo,Active,2000 Bagby Street #7437,Houston,77002,Harris,274000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,987,277.61,2004,1,1,1.1,0,1,0,Other Style,66
79441383,Mid/Hi-Rise Condo,Active,2000 Bagby  #7434,Houston,77002,Harris,298000,16,Rise Lofts,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,944,315.68,2004,1,1,1.1,0,1,0,Other Style,15
30543120,Mid/Hi-Rise Condo,Active,2000 Bagby Street #13434,Houston,77002,Harris,285000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,944,301.91,2004,1,1,1.1,0,1,0,Other Style,134
47195566,Mid/Hi-Rise Condo,Active,2000 Bagby Street #7408,Houston,77002,Harris,255000,16,Rise,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,892,285.87,2004,1,1,1.1,0,1,0,Other Style,167
8825645,Mid/Hi-Rise Condo,Active,1901 Post Oak Boulevard #2108,Houston,77056,Harris,224990,22,The Lofts on Post Oak,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,869,258.91,2004,1,1,1,0,1,0,Other Style,55
44525638,Mid/Hi-Rise Condo,Active,2000 Bagby Street #5439,Houston,77002,Harris,265000,16,Rise Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,857,309.22,2004,1,1,1.1,0,1,0,Other Style,119
8065461,Townhouse/Condo,Active,1711 Old Spanish Trail #224,Houston,77054,Harris,239990,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1232,194.8,2005,2,1,1,0,1,2,Mediterranean,55
9126483,Townhouse/Condo,Active,1711 Old Spanish Trail #241,Houston,77054,Harris,270000,17,Valencia Condos,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,1183,228.23,2005,2,2,2,0,1,0,Traditional,32
34945330,Single-Family,Active,1203 De Soto Street,Houston,77091,Harris,2500000,9,Highland Heights Annex Sec 02,Northwest Houston,1,Aldine,ANDERSON ACADEMY,DREW ACADEMY,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS,3172,788.15,2005,5,3,3,0,1,2,Traditional,124
22840167,Single-Family,Active,832 Kuhlman Road,Houston,77024,Harris,10950000,23,Memorial Oaks,Memorial Villages,49,Spring Branch,HUNTERS CREEK ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),12691,862.82,2005,6,7,7.3,4,3,5,"French, Traditional",294
57009657,Single-Family,Active,11714 Monica Street,Bunker Hill Village,77024,Harris,3200000,23,Forest Glen,Memorial Villages,49,Spring Branch,MEMORIAL DRIVE ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),7878,406.19,2005,5,5,5.3,3,2,3,Mediterranean,43
90157511,Single-Family,Active,5135 Longmont Drive,Houston,77056,Harris,3279000,22,Tanglewood Sec 01,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,8018,408.95,2005,6,6,6.1,3,2,0,"Contemporary/Modern, Spanish",3
31864972,Single-Family,Active,540 Pinehaven Drive,Houston,77024,Harris,2285000,23,Pine Wood Estates,Memorial Close In,49,Spring Branch,HUNTERS CREEK ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),6437,354.98,2005,5,4,4.3,2,2,3,Mediterranean,151
60437112,Single-Family,Active,5666 Pine Forest Road,Houston,77056,Harris,1799999,22,Tanglewood,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,6373,282.44,2005,5,5,5.2,2,2,3,Traditional,180
97735528,Townhouse/Condo,Active,2902 Chenevert Street #J,Houston,77004,Harris,304800,16,Chenevert & Tuam Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1344,226.79,2005,2,2,2.1,0,3,2,Traditional,99
17148842,Single-Family,Active,10822 Roaring Brook Lane,Hunters Creek Village,77024,Harris,2395000,23,Hunters Creek Village,Memorial Villages,49,Spring Branch,HUNTERS CREEK ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),6453,371.15,2005,5,5,5.3,3,2,2,"Mediterranean, Traditional",18
51193711,Single-Family,Active,5300 Maple Street,Bellaire,77401,Harris,1400000,17,Braeburn Country Club Estates,Bellaire Area,27,Houston,LOVETT ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,4758,294.24,2005,4,3,3.2,1,2,2,Traditional,259
47618343,Single-Family,Active,5319 Briar Drive,Houston,77056,Harris,2680000,22,Pine Shadows / Tanglewood,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,5841,458.83,2005,4,4,4.1,3,2.5,3,"Mediterranean, Traditional",14
4449267,Single-Family,Active,5443 Sugar Hill Drive,Houston,77056,Harris,2999000,22,Tanglewood,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,8762,342.27,2005,5,7,7.1,1,3,4,Traditional,378
81758073,Single-Family,Active,5459 Bordley Drive,Houston,77056,Harris,3295000,22,Tanglewood Sec 08,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,7719,426.87,2005,5,5,5.2,3,2,3,"French, Other Style",103
15628440,Single-Family,Active,11902 Queensbury Lane,Houston,77024,Harris,1575000,23,Riedel Estates,Memorial West,49,Spring Branch,BUNKER HILL ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),5132,306.9,2005,4,4,4.1,2,2,2,Traditional,134
64281517,Single-Family,Active,2124 Looscan Lane,Houston,77019,Harris,4175000,16,River Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),7278,573.65,2005,4,7,7.1,5,2,3,Mediterranean,305
20656837,Single-Family,Active,8710 Cedardale Drive,Houston,77055,Harris,1599000,24,Spring Valley Village,Memorial Villages,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),4387,364.49,2005,3,4,4.1,2,2,2,Traditional,32
53721813,Single-Family,Active,1532 Tulane Street,Houston,77008,Harris,2100000,9,Houston Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,4263,492.61,2005,4,2,2.1,2,2,2,Contemporary/Modern,3
73659062,Single-Family,Active,626 E 8th Street,Houston,77007,Harris,1950000,9,Allegro Terrace,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,4770,408.81,2005,4,5,5.2,1,3,1,"Colonial, Traditional",36
47556860,Single-Family,Active,8830 Inverness Park Way,Houston,77055,Harris,1450000,24,Thomas Court,Memorial Villages,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),4555,318.33,2005,5,5,5.1,2,2,2,"Other Style, Traditional",126
69832445,Single-Family,Active,516 Chelsea Street,Bellaire,77401,Harris,1475000,17,Georgian Terrace,Bellaire Area,27,Houston,CONDIT ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,6128,240.7,2005,5,5,5,1,2,2,Traditional,14
73086985,Single-Family,Active,230 Almond Drive,Baytown,77520,Harris,229000,2,Lakewood Estates Sec 02,Baytown/Harris County,23,Goose Creek,TRAVIS ELEMENTARY SCHOOL (GOOSE CREEK),BAYTOWN JUNIOR HIGH SCHOOL,LEE HIGH SCHOOL (GOOSE CREEK),2484,92.19,2005,4,2,2.1,1,2,2,Traditional,41
51752456,Single-Family,Active,3818 Meadow Lake Lane,Houston,77027,Harris,2299000,16,Royden Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),6522,352.5,2005,5,5,5.2,2,3,2,Mediterranean,321
82424613,Single-Family,Active,5517 Pagewood Lane,Houston,77056,Harris,730000,22,Larchmont,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3617,201.82,2005,4,3,3,1,2,2,"Contemporary/Modern, Traditional",56
56757242,Single-Family,Active,5218 Beech Street,Bellaire,77401,Harris,949000,17,Bellaire,Bellaire Area,27,Houston,CONDIT ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,4724,200.89,2005,4,4,4,1,2,2,Traditional,14
81855751,Single-Family,Active,6054 Ridgeway Drive,Houston,77033,Harris,143500,3,Edgewood Sec 06,Medical Center South,27,Houston,ALCOTT ELEMENTARY SCHOOL,ATTUCKS MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1228,116.86,2005,3,2,2,0,1,0,Other Style,21
89705970,Single-Family,Active,1909 Sharp Place,Houston,77019,Harris,2150000,16,River Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4462,481.85,2005,4,4,4.2,3,3,0,Traditional,61
85272867,Single-Family,Active,5346 Val Verde Street,Houston,77056,Harris,1179000,22,Lamar Terrace,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,4241,278,2005,4,4,4.1,1,2,2,Mediterranean,162
67437745,Single-Family,Active,2518 Goldsmith Street,Houston,77030,Harris,1380000,17,Brantwood,Rice/Museum District,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4380,315.07,2005,4,3,3.2,1,2,2,Georgian,76
97318399,Single-Family,Active,1414 Banks Street,Houston,77006,Harris,1499000,17,Ranch Estates,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4046,370.49,2005,4,3,3.1,1,2,2,Contemporary/Modern,378
83001999,Townhouse/Condo,Active,1207 Sterrett Street,Houston,77002,Harris,989900,9,Sterrett Street,Downtown - Houston,27,Houston,BRUCE ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,4580,216.14,2005,3,2,2.2,1,4,2,Contemporary/Modern,185
10260472,Single-Family,Active,14828 Peachmeadow Lane,Channelview,77530,Harris,205000,2,Sterling Green Sec 10 Rep,North Channel,8,Channelview,Brown Elementary School (Channelview),AGUIRRE JUNIOR HIGH,CHANNELVIEW HIGH SCHOOL,2226,92.09,2005,4,3,3,0,2,2,Traditional,124
11507750,Single-Family,Active,1502 Whispering Pines Drive,Houston,77055,Harris,837000,24,Mira Villas,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,4154,201.49,2005,4,4,4.1,1,3,0,"Contemporary/Modern, French, Traditional",1
15244885,Single-Family,Active,1120 Wynden Villa Drive,Houston,77056,Harris,1395000,22,Wynden Creek Villas,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,5983,233.16,2005,4,4,4.1,3,3,2,"French, Traditional",857
59046521,Single-Family,Active,302 Dennis Street,Houston,77006,Harris,1120000,16,Fairgrounds,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3999,280.07,2005,3,2,2.1,0,2,0,Traditional,113
23080784,Single-Family,Active,5318 Palmetto Street #5318,Houston,77081,Harris,395000,17,Elm Sr Amend & Clarewood Oak E-7493.08,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,2949,133.94,2005,3,3,3.1,1,3,2,Traditional,43
38539924,Single-Family,Active,121 Memorial Parkview Drive ,Houston,77024,Harris,1995000,23,Memorial Green,Memorial West,49,Spring Branch,FROSTWOOD ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),4685,425.83,2005,3,3,3.2,1,3,2,Traditional,71
18281082,Single-Family,Active,6342 Mystic Bridge Drive,Houston,77021,Harris,578000,17,Hermann Lake,Medical Center Area,27,Houston,THOMPSON ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,3448,167.63,2005,3,3,3.1,1,3,2,Contemporary/Modern,116
4385377,Single-Family,Active,637 W 16th Street,Houston,77008,Harris,815000,9,Houston Heights,Heights/Greater Heights,27,Houston,HELMS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2308,353.12,2005,3,2,2.1,1,2,2,Traditional,67
94312754,Single-Family,Active,830 W 27th Street,Houston,77008,Harris,429900,9,Houston Heights,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1311,327.92,2005,2,2,2,0,1,2,Contemporary/Modern,152
38720459,Single-Family,Active,5514 Felice Drive,Houston,77081,Harris,625000,17,Pine Rdg Terrace Amd 01,Meyerland Area,27,Houston,BRAEBURN ELEMENTARY SCHOOL,LONG MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,3620,172.65,2005,4,4,4.1,1,3,2,Mediterranean,124
90604500,Single-Family,Active,3005 Schuller Place Court,Houston,77093,Harris,162900,9,Schuller Place,Northside,27,Houston,PAIGE ELEMENTARY SCHOOL,KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1064,153.1,2005,3,3,3,0,1,2,Traditional,338
82797354,Single-Family,Active,2402 Chuckberry Street,Houston,77080,Harris,258000,24,Emnora Heights,Spring Branch,49,Spring Branch,BUFFALO CREEK ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1565,164.86,2005,3,2,2.1,0,2,2,Traditional,23
43419917,Single-Family,Active,5455 Hidalgo Street,Houston,77056,Harris,525000,22,Courts St George,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3369,155.83,2005,4,3,3.1,1,3,2,Traditional,18
51973703,Single-Family,Active,1020 E 27th Street,Houston,77009,Harris,559000,9,Sunset Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2774,201.51,2005,4,3,3.1,1,2,2,Traditional,144
10841505,Single-Family,Active,6322 Mystic Bridge Drive,Houston,77021,Harris,579000,17,Hermann Lake,Medical Center Area,27,Houston,THOMPSON ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,3288,176.09,2005,3,3,3.1,1,3,2,Traditional,160
95753207,Single-Family,Active,128 Detering Street #A,Houston,77007,Harris,495000,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2583,191.64,2005,3,3,3.1,1,3,2,Traditional,270
64763552,Single-Family,Active,1326 W 24th Street #A,Houston,77008,Harris,395000,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2184,180.86,2005,3,2,2.1,0,2,2,Contemporary/Modern,14
61877047,Single-Family,Active,5409 Petty Street #B,Houston,77007,Harris,465000,9,Cottage Grove Add,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2590,179.54,2005,3,3,3.1,1,3,2,Traditional,99
87280618,Single-Family,Active,1440 Lawrence Street,Houston,77008,Harris,699000,9,Heights Anx,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,3027,230.92,2005,4,3,3.1,2,3,2,Traditional,95
16078684,Single-Family,Active,1442 Lawrence Street,Houston,77008,Harris,559000,9,Houston Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2639,211.82,2005,3,2,2.1,2,2,2,Traditional,62
6482680,Single-Family,Active,1412 Asbury Street,Houston,77007,Harris,410000,16,Woodcrest Add,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2242,182.87,2005,3,2,2.1,0,2,2,Contemporary/Modern,63
19618810,Single-Family,Active,1305 Birdsall Street,Houston,77007,Harris,429000,16,Woodcrest Add,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2000,214.5,2005,3,2,2,0,2,2,"Mediterranean, Spanish",5
27544777,Townhouse/Condo,Active,1309 W Bell Street,Houston,77019,Harris,569900,16,Rosemont Rep 2,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2252,253.06,2005,3,3,3.1,1,3,2,Traditional,6
35935038,Single-Family,Active,1757 W 24th Street,Houston,77008,Harris,325000,9,Cottages/Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1380,235.51,2005,2,2,2,0,2,2,Traditional,36
65216267,Single-Family,Active,11118 Sherwood Forest Glen Drive,Houston,77043,Harris,475000,24,Sherwood Forest Glen,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),3077,154.37,2005,4,3,3.1,1,3,2,Traditional,69
